vid	yid	start	end	raw-text	tokenized-text	gloss	split
jfdwjt7RzFU-00:13:49.440-00:14:03.820	jfdwjt7RzFU	00:13:49.440	00:14:03.820	Employers must also provide other accommodations, such as interpreters, captioning, typed or written communication, or assistive listening devices.	employers must also provide other accommodations such as interpreters captioning typed or written communication or assistive listening devices		train
jfdwjt7RzFU-00:13:33.600-00:13:48.860	jfdwjt7RzFU	00:13:33.600	00:13:48.860	If job duties permit, employers should allow Deaf employees to work from home until there are enough clear masks or clear face shields for all co-workers.	if job duties permit employers should allow deaf employees to work from home until there are enough clear masks or clear face shields for all co workers		train
jfdwjt7RzFU-00:13:26.980-00:13:33.600	jfdwjt7RzFU	00:13:26.980	00:13:33.600	Employers may need time to buy clear masks or clear face shields.	employers may need time to buy clear masks or clear face shields		train
jfdwjt7RzFU-00:13:22.200-00:13:26.980	jfdwjt7RzFU	00:13:22.200	00:13:26.980	Masks that block the mouth shouldn t be used because they are a communication barrier.	masks that block the mouth shouldn t be used because they are a communication barrier		train
jfdwjt7RzFU-00:13:04.279-00:13:22.200	jfdwjt7RzFU	00:13:04.279	00:13:22.200	Employers should give clear masks or clear face shields to all employees who work with deaf or hard of hearing employees.	employers should give clear masks or clear face shields to all employees who work with deaf or hard of hearing employees		train
jfdwjt7RzFU-00:13:01.639-00:13:04.279	jfdwjt7RzFU	00:13:01.639	00:13:04.279	Workplaces.	workplaces		train
jfdwjt7RzFU-00:12:46.639-00:13:01.120	jfdwjt7RzFU	00:12:46.639	00:13:01.120	You may need interpreters or captioning at work, hospitals, courts, lawyers  offices, and schools.	you may need interpreters or captioning at work hospitals courts lawyers offices and schools		train
jfdwjt7RzFU-00:12:34.940-00:12:46.639	jfdwjt7RzFU	00:12:34.940	00:12:46.639	Even with clear face shields or masks, deaf and hard of hearing people may need other accommodations for longer conversations.	even with clear face shields or masks deaf and hard of hearing people may need other accommodations for longer conversations		train
jfdwjt7RzFU-00:10:37.779-00:10:39.620	jfdwjt7RzFU	00:10:37.779	00:10:39.620	Some apps show large print.	some apps show large print		train
jfdwjt7RzFU-00:12:27.379-00:12:34.940	jfdwjt7RzFU	00:12:27.379	00:12:34.940	Businesses Must Provide Other Accommodations.	businesses must provide other accommodations		train
jfdwjt7RzFU-00:12:03.360-00:12:16.980	jfdwjt7RzFU	00:12:03.360	00:12:16.980	The last option would be to try to stand six feet away and ask the speaker to pull their mask down to try lipreading.	the last option would be to try to stand six feet away and ask the speaker to pull their mask down to try lipreading		train
jfdwjt7RzFU-00:11:52.139-00:12:03.100	jfdwjt7RzFU	00:11:52.139	00:12:03.100	Again, you should not share pens, each person should write with their own pen.	again you should not share pens each person should write with their own pen		train
jfdwjt7RzFU-00:11:41.679-00:11:52.139	jfdwjt7RzFU	00:11:41.679	00:11:52.139	With those fluent in English, you can also use a whiteboard and marker or paper and pens.	with those fluent in english you can also use a whiteboard and marker or paper and pens		train
jfdwjt7RzFU-00:11:25.360-00:11:41.679	jfdwjt7RzFU	00:11:25.360	00:11:41.679	Hard of hearing consumers may have portable FMs, portable hearing loops, or personal streaming devices with them and available to use.	hard of hearing consumers may have portable fms portable hearing loops or personal streaming devices with them and available to use		train
jfdwjt7RzFU-00:11:18.419-00:11:25.360	jfdwjt7RzFU	00:11:18.419	00:11:25.360	Your phone should be fully charged in case you need to use it to communicate.	your phone should be fully charged in case you need to use it to communicate		train
jfdwjt7RzFU-00:11:08.220-00:11:18.419	jfdwjt7RzFU	00:11:08.220	00:11:18.419	Keep in mind that speech-to-text may not be accurate because speech often is muffled by masks.	keep in mind that speech to text may not be accurate because speech often is muffled by masks		train
jfdwjt7RzFU-00:10:59.200-00:11:08.220	jfdwjt7RzFU	00:10:59.200	00:11:08.220	You should hold the microphone as close to the speaker as possible without risking safety.	you should hold the microphone as close to the speaker as possible without risking safety		train
jfdwjt7RzFU-00:10:51.940-00:10:59.200	jfdwjt7RzFU	00:10:51.940	00:10:59.200	We do not recommend sharing phones, each person should use their own to type and show their message.	we do not recommend sharing phones each person should use their own to type and show their message		train
jfdwjt7RzFU-00:10:44.259-00:10:51.940	jfdwjt7RzFU	00:10:44.259	00:10:51.940	Appendix A has a list of these apps.	appendix a has a list of these apps		train
jfdwjt7RzFU-00:12:16.980-00:12:27.059	jfdwjt7RzFU	00:12:16.980	00:12:27.059	Again, this is a last resort and is not recommended unless the speaker is asked by the person to pull down their mask.	again this is a last resort and is not recommended unless the speaker is asked by the person to pull down their mask		train
1Fcli9bH_X8-00:01:49.000-00:02:04.700	1Fcli9bH_X8	00:01:49.000	00:02:04.700	The Board met and looked into this concern with a look in our financial limitations we agreed that the Board and the CEO would together develop responsibilities of the State Association Coordinator and merge those responsibilities into the new Director of Communications position.	the board met and looked into this concern with a look in our financial limitations we agreed that the board and the ceo would together develop responsibilities of the state association coordinator and merge those responsibilities into the new director of communications position		train
jfdwjt7RzFU-00:07:54.579-00:08:05.360	jfdwjt7RzFU	00:07:54.579	00:08:05.360	Appendix A also includes a list of where you can buy clear face shields or learn how to make them at home.	appendix a also includes a list of where you can buy clear face shields or learn how to make them at home		train
jfdwjt7RzFU-00:07:31.459-00:07:38.800	jfdwjt7RzFU	00:07:31.459	00:07:38.800	Some of those liquids are listed in Appendix A.	some of those liquids are listed in appendix a.		train
jfdwjt7RzFU-00:02:48.240-00:02:58.879	jfdwjt7RzFU	00:02:48.240	00:02:58.879	But clear masks and clear face shields are helpful in some situations.	but clear masks and clear face shields are helpful in some situations		train
jfdwjt7RzFU-00:02:32.379-00:02:48.240	jfdwjt7RzFU	00:02:32.379	00:02:48.240	Both masks and face shields   clear or not   still cause muffled speech, which makes it harder for people who both listen and lipread.	both masks and face shields clear or not still cause muffled speech which makes it harder for people who both listen and lipread		train
jfdwjt7RzFU-00:02:21.379-00:02:32.379	jfdwjt7RzFU	00:02:21.379	00:02:32.379	You may see light reflected on the clear face shield that might cover up the lips and facial expression of the person wearing it.	you may see light reflected on the clear face shield that might cover up the lips and facial expression of the person wearing it		train
jfdwjt7RzFU-00:02:13.379-00:02:21.379	jfdwjt7RzFU	00:02:13.379	00:02:21.379	A clear mask will show lips, and a clear face shield will show enough of the face to understand facial expressions.	a clear mask will show lips and a clear face shield will show enough of the face to understand facial expressions		train
jfdwjt7RzFU-00:02:05.700-00:02:13.379	jfdwjt7RzFU	00:02:05.700	00:02:13.379	Even though a clear mask still blocks some of the person s face, it is still better than a non-clear mask.	even though a clear mask still blocks some of the person s face it is still better than a non clear mask		train
jfdwjt7RzFU-00:01:47.319-00:02:05.700	jfdwjt7RzFU	00:01:47.319	00:02:05.700	While not all deaf and hard of hearing people are able or want to read lips, clear masks and clear face shields may improve communication in some situations.	while not all deaf and hard of hearing people are able or want to read lips clear masks and clear face shields may improve communication in some situations		train
jfdwjt7RzFU-00:01:37.439-00:01:47.319	jfdwjt7RzFU	00:01:37.439	00:01:47.319	Research is still ongoing about the safety of clear face shields to protect against spreading the virus.	research is still ongoing about the safety of clear face shields to protect against spreading the virus		train
jfdwjt7RzFU-00:01:22.340-00:01:37.439	jfdwjt7RzFU	00:01:22.340	00:01:37.439	The best way for people to use masks and communicate clearly with deaf and hard of hearing people is to wear clear masks and possibly clear face shields.	the best way for people to use masks and communicate clearly with deaf and hard of hearing people is to wear clear masks and possibly clear face shields		train
jfdwjt7RzFU-00:01:13.939-00:01:22.000	jfdwjt7RzFU	00:01:13.939	00:01:22.000	Our guidelines do not explain how much each mask or face shield protects people from any virus.	our guidelines do not explain how much each mask or face shield protects people from any virus		train
jfdwjt7RzFU-00:02:59.419-00:03:10.599	jfdwjt7RzFU	00:02:59.419	00:03:10.599	If a deaf or hard of hearing person is food shopping or getting gas, they may need to ask an employee a simple question.	if a deaf or hard of hearing person is food shopping or getting gas they may need to ask an employee a simple question		train
jfdwjt7RzFU-00:01:08.120-00:01:13.939	jfdwjt7RzFU	00:01:08.120	00:01:13.939	We do not endorse any of the products shared below but offer them as a resource.	we do not endorse any of the products shared below but offer them as a resource		train
jfdwjt7RzFU-00:00:41.020-00:00:54.700	jfdwjt7RzFU	00:00:41.020	00:00:54.700	It is very important to wear masks to stay safe during a pandemic, but also very important that deaf and hard of hearing people can understand what everyone is saying.	it is very important to wear masks to stay safe during a pandemic but also very important that deaf and hard of hearing people can understand what everyone is saying		train
jfdwjt7RzFU-00:00:35.420-00:00:41.020	jfdwjt7RzFU	00:00:35.420	00:00:41.020	Facial expressions are an important part of sign language.	facial expressions are an important part of sign language		train
jfdwjt7RzFU-00:00:27.539-00:00:35.420	jfdwjt7RzFU	00:00:27.539	00:00:35.420	At the same time, many masks hide the lips and half of the face, which makes it harder to understand speech.	at the same time many masks hide the lips and half of the face which makes it harder to understand speech		train
jfdwjt7RzFU-00:00:25.920-00:00:27.539	jfdwjt7RzFU	00:00:25.920	00:00:27.539	Wearing masks gives people some protection.	wearing masks gives people some protection		train
jfdwjt7RzFU-00:00:14.179-00:00:25.920	jfdwjt7RzFU	00:00:14.179	00:00:25.920	During a health threat such as a coronavirus, people should wear masks in public.	during a health threat such as a coronavirus people should wear masks in public		train
jfdwjt7RzFU-00:00:02.259-00:00:14.179	jfdwjt7RzFU	00:00:02.259	00:00:14.179	This video is an ASL translation of the NAD s Best Practices for Wearing Masks When Communicating with Deaf and Hard of Hearing People.	this video is an asl translation of the nad s best practices for wearing masks when communicating with deaf and hard of hearing people		train
jfdwjt7RzFU-00:00:00.460-00:00:02.259	jfdwjt7RzFU	00:00:00.460	00:00:02.259	Hello!	hello		train
AKnhk5o_gB8-00:01:41.180-00:01:46.519	AKnhk5o_gB8	00:01:41.180	00:01:46.519	Under Title III, a private citizen can sue directly in federal court for policy change or file with DOJ.	under title iii a private citizen can sue directly in federal court for policy change or file with doj		train
